"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 14 11:24:05 BRT 2023","Wed Jun 14 11:24:17 BRT 2023","11894","Cadastro Motivos","Cadastro","","","","Cadastro Motivos",""
"passed","Wed Jun 14 11:07:52 BRT 2023","Wed Jun 14 11:08:08 BRT 2023","15793","Cadastro Exceção IPI","Cadastro","","","","Cadastro Exceção IPI",""
"passed","Wed Jun 14 11:21:21 BRT 2023","Wed Jun 14 11:21:30 BRT 2023","9360","Cadastro Intermediador","Excluir","","","","Excluir Intermediador",""
"passed","Wed Jun 14 11:22:02 BRT 2023","Wed Jun 14 11:22:11 BRT 2023","9680","Cadastro Grupo de Opções","Excluir","","","","Excluir Grupo de Opções",""
"passed","Wed Jun 14 10:58:30 BRT 2023","Wed Jun 14 10:58:42 BRT 2023","12679","Cadastro Planos de Pagamento","Cadastro","","","","Cadastrar Planos de Pagamento",""
"passed","Wed Jun 14 11:07:19 BRT 2023","Wed Jun 14 11:07:31 BRT 2023","11633","Cadastro Exceção ICMS","Alterar","","","","Alterar Exceção ICMS",""
"passed","Wed Jun 14 11:01:10 BRT 2023","Wed Jun 14 11:01:19 BRT 2023","9482","Cadastro Tipo movimento tesouraria","Alterar","","","","Alterar Tipo movimento tesouraria",""
"passed","Wed Jun 14 11:22:19 BRT 2023","Wed Jun 14 11:22:31 BRT 2023","12345","Cadastro Interpretação de texto","Cadastro","","","","Cadastrar Interpretação de texto",""
"passed","Wed Jun 14 11:00:58 BRT 2023","Wed Jun 14 11:01:10 BRT 2023","11603","Cadastro Tipo movimento tesouraria","Cadastro","","","","Cadastrar Tipo movimento tesouraria",""
"passed","Wed Jun 14 10:50:25 BRT 2023","Wed Jun 14 10:50:34 BRT 2023","9009","Cadastro Faixa Mercadoria","Excluir","","","","Excluir Faixa Mercadoria",""
"passed","Wed Jun 14 11:08:08 BRT 2023","Wed Jun 14 11:08:20 BRT 2023","11711","Cadastro Exceção IPI","Alterar","","","","Alterar Exceção IPI",""
"passed","Wed Jun 14 11:10:36 BRT 2023","Wed Jun 14 11:10:50 BRT 2023","14288","Cadastro Exceção COFINS","Cadastro","","","","Cadastro Exceção COFINS",""
"passed","Wed Jun 14 11:00:22 BRT 2023","Wed Jun 14 11:00:35 BRT 2023","12429","Cadastro Tabela preços","Cadastro","","","","Cadastrar Tabela preços",""
"passed","Wed Jun 14 11:04:34 BRT 2023","Wed Jun 14 11:04:43 BRT 2023","8295","Cadastro CST de entrada","Excluir","","","","Excluir CST de entrada",""
"passed","Wed Jun 14 10:47:19 BRT 2023","Wed Jun 14 10:47:28 BRT 2023","9348","Cadastro Finalizadora","Excluir","","","","Excluir Finalizadora",""
"passed","Wed Jun 14 10:46:39 BRT 2023","Wed Jun 14 10:46:48 BRT 2023","8798","Cadastro Departamento loja","Excluir","","","","Excluir Departamento loja",""
"passed","Wed Jun 14 11:14:12 BRT 2023","Wed Jun 14 11:14:23 BRT 2023","11316","Cadastro Imposto Simples","Alterar","","","","Alterar Imposto Simples",""
"passed","Wed Jun 14 10:51:29 BRT 2023","Wed Jun 14 10:51:40 BRT 2023","10392","Cadastro Grupo de informações","Alterar","","","","Alterar Grupo de informações",""
"passed","Wed Jun 14 11:01:57 BRT 2023","Wed Jun 14 11:02:06 BRT 2023","8673","Cadastro Widget","Excluir","","","","Excluir Widget",""
"passed","Wed Jun 14 11:03:58 BRT 2023","Wed Jun 14 11:04:08 BRT 2023","9651","Cadastro CFOP","Excluir","","","","Excluir CFOP",""
"passed","Wed Jun 14 10:53:47 BRT 2023","Wed Jun 14 10:53:56 BRT 2023","9331","Cadastro Receita(","Alterar","","","","Alterar Receita(",""
"passed","Wed Jun 14 10:47:56 BRT 2023","Wed Jun 14 10:48:04 BRT 2023","8577","Cadastro Empresa","Excluir","","","","Excluir Empresa",""
"passed","Wed Jun 14 10:43:24 BRT 2023","Wed Jun 14 10:43:42 BRT 2023","18712","Cadastro cliente PJ","Cadastro","","","","Cadastrar cliente PJ",""
"passed","Wed Jun 14 10:48:44 BRT 2023","Wed Jun 14 10:48:56 BRT 2023","12045","Cadastro Função","Cadastro","","","","Cadastrar Função",""
"passed","Wed Jun 14 10:54:23 BRT 2023","Wed Jun 14 10:54:32 BRT 2023","9596","Cadastro Produto Sugerido","Excluir","","","","Excluir Produto Sugerido",""
"passed","Wed Jun 14 10:53:15 BRT 2023","Wed Jun 14 10:53:27 BRT 2023","12377","Cadastro Mercadoria","Excluir","","","","Excluir Mercadoria",""
"passed","Wed Jun 14 10:59:30 BRT 2023","Wed Jun 14 10:59:40 BRT 2023","9432","Cadastro Premiação Aleatoria","Excluir","","","","Excluir Premiação Aleatoria",""
"passed","Wed Jun 14 11:18:59 BRT 2023","Wed Jun 14 11:19:07 BRT 2023","8620","Cadastro Cupom Promocional","Alterar","","","","Alterar Cupom Promocional",""
"passed","Wed Jun 14 11:09:43 BRT 2023","Wed Jun 14 11:09:51 BRT 2023","8684","Cadastro Integradores","Excluir","","","","Excluir Integradores",""
"passed","Wed Jun 14 11:02:57 BRT 2023","Wed Jun 14 11:03:09 BRT 2023","12046","Cadastro Veiculos","Cadastro","","","","Cadastrar Veiculos",""
"passed","Wed Jun 14 11:15:17 BRT 2023","Wed Jun 14 11:15:27 BRT 2023","10679","Cadastro Algoritimos","Cadastro","","","","Cadastrar Algoritimos",""
"passed","Wed Jun 14 11:15:36 BRT 2023","Wed Jun 14 11:15:45 BRT 2023","8507","Cadastro Algoritimos","Excluir","","","","Excluir Algoritimos",""
"passed","Wed Jun 14 11:07:00 BRT 2023","Wed Jun 14 11:07:19 BRT 2023","19011","Cadastro Exceção ICMS","Cadastro","","","","Cadastro Exceção ICMS",""
"passed","Wed Jun 14 11:10:50 BRT 2023","Wed Jun 14 11:11:02 BRT 2023","11159","Cadastro Exceção COFINS","Alterar","","","","Alterar Exceção COFINS",""
